Vorname,Nachname,Position,Tempo,Schuss,Pass,Zweikampf,Reflexe,Stellungsspiel,Stärke,Team_ID,Herkunft
Giuseppe,Greco,Mittelfeld,63,74,82,71,64,89,74,,TR_AR
Luca,Greco,Verteidiger,70,65,72,70,59,91,71,,DE
Luca,Greco,Mittelfeld,84,76,91,77,58,66,75,,DE
Luca,Greco,Verteidiger,56,61,71,97,50,79,69,,TR_AR
Luca,Greco,Verteidiger,80,56,61,89,58,88,72,,DE
Luca,Greco,Mittelfeld,83,74,81,76,56,73,74,,DE
Marco,Greco,Verteidiger,69,53,59,96,58,69,67,,DE
Marco,Greco,Mittelfeld,69,62,75,79,50,69,67,,IT
Marco,Greco,Stürmer,80,79,60,78,66,86,75,,SCANDI
Marco,Greco,Verteidiger,60,59,79,87,66,72,70,,DE
Marco,Greco,Mittelfeld,66,71,92,75,67,78,75,,ES
Marco,Greco,Verteidiger,78,63,55,87,63,75,70,,DE
Marco,Greco,Stürmer,75,94,61,66,64,95,76,,DE
Marco,Greco,Torwart,55,61,68,69,80,65,66,,IT
Marco,Greco,Verteidiger,66,64,56,98,59,70,69,,EN_US
Marco,Greco,Verteidiger,78,61,78,76,69,82,74,,DE
Matteo,Greco,Verteidiger,67,62,78,77,52,95,72,,DE
Matteo,Greco,Verteidiger,76,52,72,88,56,66,68,,DE
Matteo,Greco,Mittelfeld,75,62,73,62,58,67,66,,DE
Matteo,Greco,Mittelfeld,78,67,82,79,50,72,71,,EN_US
Matteo,Greco,Stürmer,88,96,71,69,65,91,80,,EN_US
Matteo,Greco,Mittelfeld,65,62,98,81,69,66,74,,BENELUX
Matteo,Greco,Verteidiger,68,68,74,84,51,95,73,,DE
Roberto,Greco,Mittelfeld,71,78,99,66,52,69,72,,DE
Roberto,Greco,Mittelfeld,78,62,76,71,67,81,72,,DE
Stefano,Greco,Stürmer,73,71,69,74,57,72,69,,EN_US
Stefano,Greco,Mittelfeld,87,70,77,72,50,65,70,,DE
Stefano,Greco,Stürmer,74,87,59,78,65,90,76,,DE
Stefano,Greco,Mittelfeld,63,63,86,74,62,82,72,,EN_US
Stefano,Greco,Mittelfeld,61,73,100,75,67,67,74,,IT
Stefano,Greco,Stürmer,81,83,78,67,59,88,76,,DE
Anders,Hansen,Verteidiger,68,51,59,78,50,95,67,,DE
Anders,Hansen,Mittelfeld,79,81,98,80,56,71,78,,DE
Anders,Hansen,Mittelfeld,69,67,80,62,69,68,69,,DE
Anders,Hansen,Verteidiger,66,53,79,74,53,94,70,,DE
Anders,Hansen,Stürmer,97,76,79,56,63,70,74,,DE
Anders,Hansen,Verteidiger,79,70,78,85,53,86,75,,DE
Anders,Hansen,Torwart,66,50,64,68,96,92,73,,DE
Anders,Hansen,Mittelfeld,87,81,82,66,70,88,79,,SCANDI
Emil,Hansen,Mittelfeld,76,75,82,77,64,82,76,,RUS_EU
Emil,Hansen,Verteidiger,78,56,55,94,68,85,73,,DE
Emil,Hansen,Verteidiger,60,55,80,72,67,70,67,,IT
Emil,Hansen,Stürmer,93,89,72,62,53,79,75,,DE
Emil,Hansen,Mittelfeld,84,62,94,77,70,75,77,,TR_AR
Emil,Hansen,Mittelfeld,89,83,81,61,60,72,74,,IT
Emil,Hansen,Mittelfeld,74,61,88,79,58,83,74,,DE
Erik,Hansen,Mittelfeld,80,66,86,78,60,89,76,,RUS_EU
Erik,Hansen,Verteidiger,66,55,70,96,50,71,68,,TR_AR
Erik,Hansen,Stürmer,90,81,73,75,69,84,79,,RUS_EU
Erik,Hansen,Torwart,61,52,61,75,89,78,69,,DE
Erik,Hansen,Mittelfeld,80,71,99,69,56,76,75,,TR_AR
Henrik,Hansen,Verteidiger,65,51,63,96,65,87,71,,TR_AR
Henrik,Hansen,Torwart,52,63,57,60,76,87,66,,TR_AR
Henrik,Hansen,Verteidiger,72,61,61,82,68,73,70,,DE
Henrik,Hansen,Torwart,65,51,71,75,73,91,71,,DE
Henrik,Hansen,Torwart,52,53,68,66,79,71,65,,DE
Henrik,Hansen,Stürmer,99,83,61,66,54,80,74,,DE
Jonas,Hansen,Stürmer,85,90,58,77,69,71,75,,DE
Jonas,Hansen,Torwart,70,59,58,58,81,95,70,,GR
Jonas,Hansen,Mittelfeld,65,84,75,85,64,77,75,,DE
Jonas,Hansen,Mittelfeld,60,78,84,80,68,87,76,,ES
Jonas,Hansen,Verteidiger,78,68,77,90,59,73,74,,DE
Jonas,Hansen,Torwart,51,65,62,57,85,90,68,,EN_US
Jonas,Hansen,Verteidiger,77,68,62,98,67,82,76,,DE
Lars,Hansen,Mittelfeld,89,79,74,82,63,90,80,,DE
Lars,Hansen,Mittelfeld,62,61,100,73,55,76,71,,DE
Lars,Hansen,Mittelfeld,61,72,89,61,57,87,71,,DE
Lars,Hansen,Verteidiger,69,67,79,76,67,65,70,,DE
Lars,Hansen,Mittelfeld,70,73,86,82,53,69,72,,BENELUX
Lars,Hansen,Stürmer,100,70,64,56,70,71,72,,DE
Lars,Hansen,Verteidiger,63,63,69,76,57,72,67,,DE
Mikkel,Hansen,Torwart,57,63,69,74,81,81,71,,EN_US
Mikkel,Hansen,Torwart,50,53,63,70,100,81,70,,DE
Mikkel,Hansen,Mittelfeld,83,82,91,82,66,84,81,,DE
Mikkel,Hansen,Verteidiger,63,62,79,98,57,88,74,,TR_AR
Mikkel,Hansen,Mittelfeld,73,60,75,84,65,70,71,,DE
Nils,Hansen,Mittelfeld,60,64,99,83,66,73,74,,ES
Nils,Hansen,Verteidiger,69,52,58,82,57,78,66,,DE
Ola,Hansen,Verteidiger,60,52,70,97,61,73,69,,DE
Ola,Hansen,Stürmer,77,91,65,65,56,91,74,,DE
Ola,Hansen,Mittelfeld,83,85,96,69,55,68,76,,TR_AR
Ola,Hansen,Mittelfeld,81,73,95,62,60,73,74,,IT
Ola,Hansen,Mittelfeld,82,71,72,62,67,85,73,,DE
Sven,Hansen,Mittelfeld,82,66,99,78,53,78,76,,DE
Sven,Hansen,Mittelfeld,85,73,98,84,59,87,81,,DE
Sven,Hansen,Verteidiger,68,64,79,85,69,85,75,,EN_US
Sven,Hansen,Verteidiger,77,56,80,79,56,89,73,,DE
Andrew,Harris,Mittelfeld,68,85,93,68,60,70,74,,DE
Andrew,Harris,Torwart,62,54,57,72,94,65,67,,DE
Andrew,Harris,Mittelfeld,76,80,73,62,59,75,71,,IT
Daniel,Harris,Verteidiger,77,57,62,94,66,81,73,,DE
Daniel,Harris,Stürmer,71,88,80,61,68,75,74,,ES
Daniel,Harris,Stürmer,94,89,68,77,59,71,76,,TR_AR
David,Harris,Mittelfeld,83,74,70,73,65,82,74,,DE
David,Harris,Verteidiger,75,64,72,87,50,92,73,,DE
David,Harris,Mittelfeld,82,63,83,66,53,78,71,,DE
James,Harris,Verteidiger,79,65,56,95,64,85,74,,BENELUX
James,Harris,Verteidiger,67,61,63,82,68,71,69,,DE
James,Harris,Stürmer,72,91,63,66,63,89,74,,DE
James,Harris,Mittelfeld,69,74,96,72,68,80,76,,EN_US
James,Harris,Verteidiger,69,50,78,76,61,93,71,,DE
John,Harris,Verteidiger,78,53,60,93,61,69,69,,DE
John,Harris,Stürmer,82,72,64,74,58,76,71,,TR_AR
John,Harris,Mittelfeld,72,73,74,68,50,73,68,,DE
John,Harris,Mittelfeld,71,71,73,65,67,78,71,,DE
John,Harris,Mittelfeld,72,60,91,60,54,66,67,,DE
John,Harris,Torwart,60,50,61,66,84,80,67,,DE
John,Harris,Stürmer,80,88,78,56,64,89,76,,GR
Matthew,Harris,Mittelfeld,74,69,95,73,54,73,73,,ES
Matthew,Harris,Verteidiger,79,61,66,85,54,92,73,,DE
Matthew,Harris,Mittelfeld,77,71,73,60,68,86,72,,DE
Matthew,Harris,Mittelfeld,64,65,78,61,53,88,68,,TR_AR
Matthew,Harris,Stürmer,71,72,73,68,57,84,71,,DE
Matthew,Harris,Stürmer,76,93,79,66,68,93,79,,DE
Michael,Harris,Torwart,56,53,63,62,99,72,68,,DE
Michael,Harris,Torwart,52,54,63,67,92,70,66,,DE
Michael,Harris,Torwart,64,65,67,69,73,65,67,,GR
Michael,Harris,Verteidiger,71,60,76,77,61,73,70,,GR
Michael,Harris,Mittelfeld,85,63,80,70,68,85,75,,DE
Michael,Harris,Verteidiger,73,63,61,75,58,69,66,,DE
Michael,Harris,Mittelfeld,78,83,93,64,59,74,75,,DE
Michael,Harris,Mittelfeld,63,83,100,69,66,74,76,,BENELUX
Michael,Harris,Verteidiger,70,56,61,81,67,65,67,,DE
Michael,Harris,Mittelfeld,75,75,70,82,60,84,74,,TR_AR
Robert,Harris,Mittelfeld,71,74,97,61,61,75,73,,DE
Robert,Harris,Torwart,70,53,65,70,95,67,70,,DE
Robert,Harris,Mittelfeld,78,68,83,68,66,77,73,,DE
Robert,Harris,Verteidiger,58,65,59,78,70,78,68,,DE
Robert,Harris,Stürmer,79,97,74,55,58,77,73,,DE
Robert,Harris,Mittelfeld,61,60,81,62,56,80,67,,EN_US
Robert,Harris,Mittelfeld,76,79,77,74,61,79,74,,DE
Robert,Harris,Mittelfeld,68,60,99,72,62,84,74,,DE
Robert,Harris,Mittelfeld,75,85,74,66,52,73,71,,DE
Thomas,Harris,Verteidiger,74,53,57,70,50,80,64,,DE
William,Harris,Verteidiger,63,70,75,83,66,79,73,,DE
William,Harris,Verteidiger,69,51,56,91,50,86,67,,DE
William,Harris,Mittelfeld,65,84,71,79,58,68,71,,EN_US
William,Harris,Verteidiger,71,65,65,73,52,78,67,,TR_AR
William,Harris,Verteidiger,72,52,71,99,50,69,69,,DE
William,Harris,Stürmer,87,83,71,78,61,77,76,,DE
William,Harris,Stürmer,88,89,75,68,69,94,80,,IT
Carlos,Hernandez,Mittelfeld,79,67,94,60,67,81,75,,BENELUX
Carlos,Hernandez,Torwart,52,58,66,71,95,77,70,,DE
Diego,Hernandez,Mittelfeld,88,84,92,71,58,75,78,,DE
Diego,Hernandez,Stürmer,86,94,77,59,70,81,78,,DE
Diego,Hernandez,Stürmer,70,89,62,75,60,90,74,,DE
Diego,Hernandez,Stürmer,72,76,58,72,69,86,72,,DE
Diego,Hernandez,Mittelfeld,81,82,85,67,66,86,78,,DE
Diego,Hernandez,Mittelfeld,69,60,90,70,58,90,73,,DE
Fernando,Hernandez,Torwart,68,64,65,66,81,82,71,,SCANDI
Fernando,Hernandez,Mittelfeld,85,80,71,80,56,76,75,,DE
Fernando,Hernandez,Stürmer,100,81,58,65,67,70,74,,DE
Fernando,Hernandez,Verteidiger,72,56,64,70,50,70,64,,DE
Fernando,Hernandez,Mittelfeld,60,71,78,65,65,77,69,,SCANDI
Javier,Hernandez,Stürmer,90,80,77,70,59,95,78,,DE
Javier,Hernandez,Verteidiger,60,55,77,91,53,76,69,,GR
Javier,Hernandez,Mittelfeld,83,80,75,70,65,85,76,,GR
Javier,Hernandez,Stürmer,78,79,78,60,50,79,71,,TR_AR
Javier,Hernandez,Verteidiger,80,69,68,78,50,77,70,,SCANDI
Javier,Hernandez,Stürmer,97,87,73,69,54,71,75,,BENELUX
Jose,Hernandez,Stürmer,79,96,66,78,52,70,74,,DE
Jose,Hernandez,Mittelfeld,60,69,82,82,56,69,70,,DE
Jose,Hernandez,Stürmer,80,100,67,60,60,72,73,,TR_AR
Jose,Hernandez,Mittelfeld,75,80,97,80,52,73,76,,DE
Juan,Hernandez,Mittelfeld,78,76,92,69,69,89,79,,IT
Juan,Hernandez,Mittelfeld,81,62,90,67,50,84,72,,DE
Juan,Hernandez,Verteidiger,62,54,78,92,65,89,73,,BENELUX
Juan,Hernandez,Verteidiger,78,57,59,84,59,92,72,,DE
Juan,Hernandez,Mittelfeld,74,63,79,64,64,77,70,,DE
Luis,Hernandez,Verteidiger,68,65,73,93,63,75,73,,DE
Luis,Hernandez,Mittelfeld,70,81,96,70,53,83,76,,TR_AR
Luis,Hernandez,Verteidiger,80,67,59,100,56,85,74,,DE
Luis,Hernandez,Mittelfeld,73,66,78,73,51,66,68,,DE
Luis,Hernandez,Stürmer,97,97,57,77,70,72,78,,DE
Miguel,Hernandez,Mittelfeld,86,82,80,66,64,87,78,,DE
Miguel,Hernandez,Stürmer,93,91,73,72,62,87,80,,DE
Miguel,Hernandez,Mittelfeld,88,82,95,72,53,87,80,,DE
Miguel,Hernandez,Verteidiger,62,63,70,94,63,72,71,,DE
Miguel,Hernandez,Verteidiger,75,59,78,90,67,79,75,,DE
Raul,Hernandez,Stürmer,92,100,64,73,53,82,77,,TR_AR
Raul,Hernandez,Verteidiger,57,50,76,77,59,78,66,,DE
Raul,Hernandez,Verteidiger,63,63,80,73,60,80,70,,DE
Raul,Hernandez,Verteidiger,74,55,72,80,56,65,67,,TR_AR
Raul,Hernandez,Verteidiger,70,69,74,74,55,74,69,,TR_AR
Raul,Hernandez,Mittelfeld,62,61,78,61,56,83,67,,DE
Sergio,Hernandez,Mittelfeld,81,74,70,67,70,79,74,,RUS_EU
Sergio,Hernandez,Stürmer,88,73,77,67,60,75,73,,DE
Sergio,Hernandez,Mittelfeld,61,72,82,60,63,72,68,,DE
Sergio,Hernandez,Mittelfeld,89,74,83,78,67,76,78,,RUS_EU
Sergio,Hernandez,Mittelfeld,66,83,76,64,65,74,71,,DE
Sergio,Hernandez,Verteidiger,78,52,63,95,55,82,71,,TR_AR
Sergio,Hernandez,Torwart,65,59,61,67,81,73,68,,EN_US
Sergio,Hernandez,Mittelfeld,71,66,77,68,63,70,69,,GR
Sergio,Hernandez,Verteidiger,76,68,62,92,66,81,74,,SCANDI
Daniel,Hoffmann,Stürmer,75,79,68,62,65,92,74,,DE
Daniel,Hoffmann,Torwart,55,57,62,62,85,77,66,,DE
Daniel,Hoffmann,Verteidiger,69,54,78,77,57,88,70,,DE
Daniel,Hoffmann,Stürmer,83,75,70,72,68,83,75,,DE
Daniel,Hoffmann,Mittelfeld,79,80,70,72,59,74,72,,ES
Daniel,Hoffmann,Mittelfeld,67,70,89,74,50,86,73,,EN_US
Daniel,Hoffmann,Verteidiger,79,61,55,91,60,91,73,,DE
Daniel,Hoffmann,Mittelfeld,61,71,73,66,55,70,66,,TR_AR
Daniel,Hoffmann,Mittelfeld,81,65,95,69,63,90,77,,SCANDI
Daniel,Hoffmann,Mittelfeld,82,77,88,67,59,76,75,,DE
Daniel,Hoffmann,Torwart,65,58,66,74,77,88,71,,EN_US
Daniel,Hoffmann,Mittelfeld,90,65,94,70,51,66,73,,DE
Daniel,Hoffmann,Mittelfeld,64,64,75,69,69,74,69,,BENELUX
Daniel,Hoffmann,Stürmer,96,74,58,59,51,90,71,,BENELUX
Daniel,Hoffmann,Mittelfeld,73,62,92,73,56,80,73,,DE
Daniel,Hoffmann,Stürmer,98,93,68,61,62,91,79,,IT
Daniel,Hoffmann,Verteidiger,70,59,61,99,57,78,71,,GR
Daniel,Hoffmann,Torwart,59,53,71,66,70,74,66,,DE
Daniel,Hoffmann,Stürmer,74,84,76,64,69,72,73,,DE
Dennis,Hoffmann,Torwart,57,61,72,71,100,88,75,,ES
Dennis,Hoffmann,Stürmer,100,71,67,72,53,71,72,,TR_AR
Dennis,Hoffmann,Torwart,57,62,63,66,83,70,67,,EN_US
Dennis,Hoffmann,Verteidiger,72,59,66,85,51,83,69,,EN_US
Dennis,Hoffmann,Verteidiger,71,66,77,98,54,73,73,,EN_US
Dennis,Hoffmann,Verteidiger,57,68,69,83,67,67,68,,DE
Dennis,Hoffmann,Mittelfeld,78,80,100,62,52,66,73,,RUS_EU
Felix,Hoffmann,Torwart,53,64,74,67,94,70,70,,DE
Felix,Hoffmann,Stürmer,75,71,62,78,64,91,74,,DE
Felix,Hoffmann,Verteidiger,77,63,63,82,51,74,68,,RUS_EU
Felix,Hoffmann,Verteidiger,59,51,74,76,62,88,68,,DE
Felix,Hoffmann,Verteidiger,74,54,65,86,57,85,70,,RUS_EU
Felix,Hoffmann,Mittelfeld,66,63,94,70,60,67,70,,BENELUX
Felix,Hoffmann,Stürmer,82,99,79,55,57,83,76,,RUS_EU
Felix,Hoffmann,Mittelfeld,60,72,72,64,69,71,68,,BENELUX
Felix,Hoffmann,Mittelfeld,60,60,96,83,63,89,75,,TR_AR
Felix,Hoffmann,Mittelfeld,64,84,100,60,68,87,77,,ES
Felix,Hoffmann,Verteidiger,71,62,79,96,60,93,77,,TR_AR
Felix,Hoffmann,Stürmer,81,94,69,58,52,90,74,,DE
Felix,Hoffmann,Torwart,65,50,56,63,85,74,66,,DE
Felix,Hoffmann,Verteidiger,78,70,68,71,67,78,72,,SCANDI
Finn,Hoffmann,Stürmer,91,82,65,66,52,70,71,,TR_AR
Finn,Hoffmann,Mittelfeld,83,63,72,71,68,69,71,,BENELUX
Finn,Hoffmann,Stürmer,81,76,56,70,61,87,72,,DE
Finn,Hoffmann,Mittelfeld,61,80,97,81,68,82,78,,IT
Finn,Hoffmann,Verteidiger,69,68,60,87,50,84,70,,DE
Finn,Hoffmann,Verteidiger,61,54,55,93,70,88,70,,TR_AR
Finn,Hoffmann,Verteidiger,72,54,79,92,56,80,72,,TR_AR
Finn,Hoffmann,Mittelfeld,76,81,98,84,52,77,78,,DE
Finn,Hoffmann,Mittelfeld,77,80,94,64,56,85,76,,IT
Finn,Hoffmann,Stürmer,82,84,56,75,68,74,73,,EN_US
Finn,Hoffmann,Mittelfeld,68,80,93,85,66,82,79,,RUS_EU
Finn,Hoffmann,Mittelfeld,68,65,71,60,52,86,67,,DE
Finn,Hoffmann,Mittelfeld,70,83,96,84,52,68,76,,EN_US
Finn,Hoffmann,Verteidiger,64,61,59,94,68,79,71,,SCANDI
Finn,Hoffmann,Verteidiger,75,65,77,88,58,95,76,,DE
Finn,Hoffmann,Mittelfeld,62,81,94,70,61,85,76,,BENELUX
Finn,Hoffmann,Mittelfeld,62,64,92,72,51,90,72,,DE
Florian,Hoffmann,Mittelfeld,88,70,95,66,62,85,78,,DE
Florian,Hoffmann,Mittelfeld,67,63,74,72,62,79,70,,DE
Florian,Hoffmann,Mittelfeld,69,62,93,72,56,85,73,,DE
Florian,Hoffmann,Verteidiger,60,58,58,99,62,95,72,,RUS_EU
Florian,Hoffmann,Stürmer,88,98,70,79,57,70,77,,DE
Florian,Hoffmann,Mittelfeld,87,69,81,65,69,89,77,,DE
Florian,Hoffmann,Verteidiger,59,59,60,81,64,65,65,,DE
Florian,Hoffmann,Stürmer,93,82,78,74,63,79,78,,DE
Florian,Hoffmann,Verteidiger,59,57,74,81,56,67,66,,TR_AR
Florian,Hoffmann,Verteidiger,75,58,72,79,56,67,68,,TR_AR
Florian,Hoffmann,Mittelfeld,85,61,93,64,50,90,74,,ES
Florian,Hoffmann,Torwart,63,62,65,73,74,76,69,,RUS_EU
Florian,Hoffmann,Mittelfeld,86,60,77,61,61,83,71,,DE
Jan,Hoffmann,Mittelfeld,67,62,94,66,60,85,72,,EN_US
Jan,Hoffmann,Mittelfeld,65,61,79,70,63,82,70,,SCANDI
Jan,Hoffmann,Verteidiger,55,56,62,80,65,82,67,,DE
Jan,Hoffmann,Mittelfeld,77,62,86,82,58,65,72,,DE
Jan,Hoffmann,Verteidiger,63,57,76,94,61,88,73,,DE
Jan,Hoffmann,Mittelfeld,73,61,96,71,59,82,74,,IT
Jan,Hoffmann,Verteidiger,72,66,66,76,69,75,71,,DE
Jan,Hoffmann,Torwart,58,62,64,68,96,77,71,,EN_US
Jan,Hoffmann,Verteidiger,55,68,63,76,70,72,67,,DE
Jan,Hoffmann,Mittelfeld,79,76,72,60,61,70,70,,DE
Jan,Hoffmann,Mittelfeld,90,75,77,68,50,65,71,,TR_AR
Jan,Hoffmann,Verteidiger,80,64,71,96,62,65,73,,ES
Jan,Hoffmann,Torwart,67,50,63,70,81,67,66,,DE
Jan,Hoffmann,Verteidiger,77,58,80,93,55,73,73,,DE
Jan,Hoffmann,Verteidiger,72,59,69,84,65,68,70,,IT
Jan,Hoffmann,Mittelfeld,73,71,98,78,63,88,78,,DE
Jonas,Hoffmann,Mittelfeld,64,66,75,61,61,85,69,,BENELUX
Jonas,Hoffmann,Torwart,64,61,61,72,79,93,72,,GR
Jonas,Hoffmann,Verteidiger,57,52,79,92,56,65,67,,GR
Jonas,Hoffmann,Verteidiger,69,66,65,84,70,85,73,,ES
Jonas,Hoffmann,Torwart,67,53,56,59,82,77,66,,TR_AR
Jonas,Hoffmann,Verteidiger,63,51,72,73,58,88,68,,ES
Jonas,Hoffmann,Torwart,58,62,63,61,76,89,68,,DE
Jonas,Hoffmann,Stürmer,94,98,70,73,53,75,77,,IT
Jonas,Hoffmann,Mittelfeld,68,66,95,70,67,70,73,,DE
Jonas,Hoffmann,Verteidiger,65,67,75,87,66,83,74,,DE
Jonas,Hoffmann,Mittelfeld,62,82,87,64,60,67,70,,DE
Jonas,Hoffmann,Mittelfeld,87,68,80,77,68,76,76,,IT
Jonas,Hoffmann,Torwart,52,56,72,60,92,94,71,,GR
Jonas,Hoffmann,Torwart,51,62,74,63,78,87,69,,DE
Julian,Hoffmann,Verteidiger,68,55,58,75,58,67,64,,TR_AR
Julian,Hoffmann,Mittelfeld,87,74,99,64,60,80,77,,DE
Julian,Hoffmann,Mittelfeld,66,79,96,68,61,68,73,,IT
Julian,Hoffmann,Mittelfeld,82,82,79,65,57,77,74,,DE
Julian,Hoffmann,Verteidiger,76,50,55,81,59,89,68,,GR
Julian,Hoffmann,Stürmer,96,97,55,65,52,92,76,,DE
Julian,Hoffmann,Mittelfeld,79,82,71,73,59,67,72,,DE
Julian,Hoffmann,Mittelfeld,64,67,80,61,62,86,70,,DE
Julian,Hoffmann,Stürmer,78,72,75,78,59,82,74,,DE
Julian,Hoffmann,Stürmer,72,96,74,75,58,79,76,,TR_AR
Julian,Hoffmann,Verteidiger,55,57,68,75,63,75,66,,TR_AR
Julian,Hoffmann,Mittelfeld,71,61,75,79,59,74,70,,DE
Julian,Hoffmann,Torwart,70,51,70,71,100,88,75,,DE
Julian,Hoffmann,Mittelfeld,82,60,97,67,60,74,73,,EN_US
Julian,Hoffmann,Torwart,66,63,75,60,86,75,71,,EN_US
Julian,Hoffmann,Stürmer,73,98,62,68,63,77,74,,DE
Julian,Hoffmann,Mittelfeld,84,66,87,61,54,79,72,,BENELUX
Julian,Hoffmann,Verteidiger,69,60,56,81,64,69,66,,BENELUX
Leon,Hoffmann,Mittelfeld,70,70,79,83,52,81,72,,DE
Leon,Hoffmann,Verteidiger,71,59,71,85,69,70,71,,DE
Leon,Hoffmann,Stürmer,86,71,80,79,61,82,76,,SCANDI
Leon,Hoffmann,Verteidiger,80,54,76,72,70,73,71,,DE
Leon,Hoffmann,Stürmer,74,78,77,75,58,78,73,,DE
Leon,Hoffmann,Verteidiger,78,70,68,73,55,66,68,,DE
Leon,Hoffmann,Stürmer,85,75,75,79,50,76,73,,DE
Leon,Hoffmann,Mittelfeld,64,73,84,82,68,89,77,,DE
Leon,Hoffmann,Mittelfeld,81,60,82,74,65,84,74,,DE
Leon,Hoffmann,Verteidiger,68,70,80,91,58,81,75,,DE
Leon,Hoffmann,Stürmer,94,80,68,78,64,82,78,,DE
Lukas,Hoffmann,Mittelfeld,79,67,72,71,67,76,72,,TR_AR
Lukas,Hoffmann,Torwart,68,58,72,59,74,76,68,,DE
Lukas,Hoffmann,Torwart,53,58,59,65,82,90,68,,DE
Lukas,Hoffmann,Mittelfeld,89,66,94,75,58,69,75,,TR_AR
Lukas,Hoffmann,Verteidiger,55,65,69,88,62,85,71,,SCANDI
Lukas,Hoffmann,Torwart,62,62,61,70,99,88,74,,DE
Lukas,Hoffmann,Stürmer,87,83,59,58,63,80,72,,DE
Lukas,Hoffmann,Torwart,60,57,67,73,87,90,72,,BENELUX
Lukas,Hoffmann,Mittelfeld,69,71,74,68,65,67,69,,BENELUX
Lukas,Hoffmann,Verteidiger,78,67,56,99,54,90,74,,DE
Lukas,Hoffmann,Mittelfeld,67,61,82,84,63,80,73,,BENELUX
Lukas,Hoffmann,Mittelfeld,85,74,89,64,67,81,77,,RUS_EU
Lukas,Hoffmann,Stürmer,100,79,63,56,50,76,71,,IT
Lukas,Hoffmann,Mittelfeld,64,65,86,85,64,75,73,,IT
Lukas,Hoffmann,Verteidiger,74,55,62,87,59,82,70,,RUS_EU
Lukas,Hoffmann,Mittelfeld,67,74,79,67,51,76,69,,DE
Lukas,Hoffmann,Stürmer,97,74,60,65,58,91,74,,BENELUX
Marcel,Hoffmann,Mittelfeld,70,68,71,83,65,66,70,,DE
Marcel,Hoffmann,Verteidiger,73,57,59,77,52,86,67,,RUS_EU
Marcel,Hoffmann,Stürmer,98,88,72,71,69,72,78,,EN_US
Marcel,Hoffmann,Verteidiger,73,51,55,92,50,80,67,,IT
Marcel,Hoffmann,Torwart,54,57,60,62,87,80,67,,GR
Marcel,Hoffmann,Torwart,55,61,65,60,97,72,68,,DE
Marcel,Hoffmann,Mittelfeld,63,69,84,68,69,86,73,,IT
Marcel,Hoffmann,Verteidiger,57,60,56,82,58,70,64,,RUS_EU
Marcel,Hoffmann,Verteidiger,61,56,71,96,52,94,72,,DE
Marcel,Hoffmann,Verteidiger,74,53,67,77,56,74,67,,DE
Marcel,Hoffmann,Mittelfeld,89,71,98,61,61,72,75,,GR
Marcel,Hoffmann,Verteidiger,58,66,74,98,56,92,74,,DE
Marcel,Hoffmann,Verteidiger,55,69,77,70,58,91,70,,DE
Marcel,Hoffmann,Verteidiger,76,56,57,84,51,74,66,,EN_US
Marcel,Hoffmann,Mittelfeld,64,82,70,83,55,70,71,,DE
Marcel,Hoffmann,Verteidiger,79,68,62,98,67,86,77,,DE
Marcel,Hoffmann,Mittelfeld,61,63,75,80,70,77,71,,DE
Marcel,Hoffmann,Stürmer,93,72,55,69,63,85,73,,DE
Max,Hoffmann,Mittelfeld,83,67,85,73,51,68,71,,DE
Max,Hoffmann,Verteidiger,64,57,75,85,60,81,70,,SCANDI
Max,Hoffmann,Stürmer,73,90,60,78,50,72,70,,GR
Max,Hoffmann,Verteidiger,60,63,68,71,69,87,70,,GR
Max,Hoffmann,Verteidiger,61,50,64,92,54,74,66,,BENELUX
Max,Hoffmann,Verteidiger,73,67,74,99,65,89,78,,DE
Max,Hoffmann,Mittelfeld,87,82,70,68,58,69,72,,DE
Max,Hoffmann,Verteidiger,68,55,60,86,68,93,72,,DE
Max,Hoffmann,Verteidiger,73,61,71,76,66,79,71,,SCANDI
Max,Hoffmann,Mittelfeld,63,68,71,64,54,88,68,,DE
Moritz,Hoffmann,Mittelfeld,87,68,99,70,61,80,78,,BENELUX
Moritz,Hoffmann,Stürmer,95,95,68,70,61,72,77,,DE
Moritz,Hoffmann,Stürmer,83,73,78,55,58,84,72,,DE
Moritz,Hoffmann,Torwart,58,56,64,69,97,90,72,,DE
Moritz,Hoffmann,Torwart,57,50,75,74,91,68,69,,DE
Moritz,Hoffmann,Mittelfeld,67,80,84,83,54,88,76,,DE
Moritz,Hoffmann,Verteidiger,64,64,60,80,59,80,68,,DE
Moritz,Hoffmann,Torwart,54,53,71,63,78,71,65,,DE
Moritz,Hoffmann,Mittelfeld,88,71,83,80,65,72,76,,DE
Moritz,Hoffmann,Mittelfeld,86,75,80,75,60,78,76,,DE
Moritz,Hoffmann,Torwart,63,53,62,73,90,78,70,,DE
Moritz,Hoffmann,Stürmer,80,81,62,74,67,78,74,,TR_AR
Moritz,Hoffmann,Verteidiger,61,51,80,83,70,83,71,,DE
Moritz,Hoffmann,Mittelfeld,72,71,76,77,53,73,70,,EN_US
Moritz,Hoffmann,Mittelfeld,86,83,96,63,55,72,76,,EN_US
Moritz,Hoffmann,Verteidiger,67,56,67,90,58,79,70,,DE
Moritz,Hoffmann,Torwart,67,56,58,64,74,93,69,,DE
Moritz,Hoffmann,Stürmer,77,97,63,65,63,81,74,,DE
